name,id
METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),1bwbZJ6khPJyVpOaqgKsoZ
Nothing Was The Same (Deluxe),2ZUFSbIkmFkGag000RWOpA
I Am Not A Human Being II (Deluxe),6Pqlfg42Sc3ElNuyt5NUiK
Skrillex and Diplo present Jack Ü,6bfkwBrGYKJFk6Z4QVyjxd
Culture II,7fd7SEK25VS3gJAUgSwL6y
Street Gossip,4iF44RCCybJtkBkMoqrLW2
TYCOON,6sOJ6rEt2KO0j7aLoNMLaK
Pink Friday: Roman Reloaded The Re-Up,78XjkzI0J1YpzKUPgzWbat
Culture,4JTOxuvM2jcSqAvEZtZsOO
Oxymoron (Deluxe),7Et3bSTLLqdABO1qCxUplS
Sweet Talker (Deluxe Version),2rDIivxBafNKpgRqlzIRSb
Blurred Lines (Deluxe),1eHyfkrIOVLGVnt5E4MD2j
Good News,0KjckH1EE6HRRurMIXSc0r
TM:103 Hustlerz Ambition (Deluxe),4GvDHEW1goHkqJbLJHzUUf
Pink Friday ... Roman Reloaded,6OfCOPtcPuhlAovGJ52uZO
Jackpot,0Hv5X7RRaM7F3hfAq0YmzB
Grateful,3HhZbSJdhOqMSaRbEt3gtw
Fortune (Expanded Edition),4AGQTp6rk7v8fPbFu739l7
Talk Dirty,4PeZu0It7qVrTG40t3HM9A
Coloring Book,71QyofYesSsRMwFOTafnhB
Dreams and Nightmares (Deluxe Edition),0zhZDmHEtDtok393SbZ3d7
Mercy,0hmFRR0pDSZIAvoJqEFSKv
R3SET,1rhnav9zlFHm5zbyVIy2jR
From Day 1,7co2UrRxl2TBgj3BCXIvnC
Entergalactic,4aW4iDepQUl5ZCHd1Gli68
O.N.I.F.C. (Deluxe),5S4SuPHbaozi5PDedAONTG
Stay Trippy,7h1ut6IUbndKY7QrqcbAND
All Your Fault: Pt. 2,6t5D6LEgHxqUVOxJItkzfb
King Of The Mischievous South Vol. 2,6LoDd1G8en4TcqdSg7yqrV
Tha Carter VI,3f35htoN6xM1w2fKE8YZIJ
Bobby Tarantino II,4F87p1aiFwHeU4uu65MaPV
Kanye West Presents Good Music Cruel Summer,0bcOGgwJpwBjfFBTApoqSn
Trap House 3,4iTLFFT8jaDsQcLnS08vvL
Rich Crack Baby,0c5QIo4MTyneCPZtXjr7BX
Moon Boy,2VUhkRrg5dEJIGewOBOc7J
Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz),48UcYpGBpoNhEJriPfZFWJ
Lil Boat 2,4nHOF3neSo6Y7OG5OAflkC
METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION),0rqRGFgE4o8kf6VM18jakx
Light of Mine,2c1ipXPsfn6ylm6PrQNuDU
Welcome 2 Dolph World,4cKr8sC6E0VZB68U7HCYd4
D-Day: A Gangsta Grillz Mixtape,3tFjhFPqGhhLrCULnPu7Wy
Lil Pump,2VVvm4zJlUQm9XmBCvGN6z
The Art of Hustle (Deluxe),0s9cSoniuN0HfXpwlCpGUF
Hitler Wears Hermes 8: Side B,0KtFP56RU7bd32pcvdeWOU
2 Fast 2 Furious (Soundtrack),1cInbcKRuvIvW8pj9daIJU
Underground Luxury,177byugYOk12NcfRtWvghY
The Death of Slim Shady (Coup De Grâce): Expanded Mourner’s Edition,31hcgCSu4mlA82syOFItur
Cross Country Trappin,4R64QNV35UNIjVeWjDSIJS
LoVE me NOw (ReLoAdeD),0RK6vpJWuCZpNWNdRJ8rpY
KING OF THE MISCHIEVOUS SOUTH,1OUX2HxH2tyqyHMALnYbnG
The Gifted,2m1DkB7oqaZu8BzAAUfwlq
Peace Is The Mission (Extended),1B5g6fUb4L7NnL6CCPQD6p
STAY DANGEROUS,5IYvKd22yQkJRfoIStesbX
Creed II: The Album,7kSa9AwcDQ6ZUScaXxp8zP
Major Key,5qHyKDjwycRj1fJyPLt2HQ
Futur 2.0 (Deluxe),1NXqqawbLYitRYoxTMvASE
Paper Route Frank,7tXLv9wbiC5Jf1o4nHZY4S
Late Nights With Jeremih,6BaIJnFDztZfnTCxyJxAo4
Special Effects,63uxYglJtSneGlHf5MKWfl
Champions,1xuSorM2dDIiB5zhftB5NY
Chicken - N - Beer,5SqeUBxs26E1KjHSmZaqns
Trials & Tribulations (Deluxe),3x2arZknoNUKSnw5LjJLD3
Droptopwop,0smWYh2nQsaZNonBGZpZMn
RTJ4,74LenWKjMdGa2qJiI1sxwT
King Of Hearts,0h9YfjL8ThHExpJcxHw6bj
My Name Is My Name,42oQv8fbI5CbeuAasf2ILC
METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE [SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE (METROVERSE INSTRUMENTAL EDITION)],4ocB97o3gdrIYyIwYSSwVy
G.O.O.D.,4YXvNse2P5iuKtCPh91o8q
Uncle Drew (Original Motion Picture Soundtrack),4tedCRHFkPOlzi6HR54tqd
DIRTY NACHOS,6BpbaxnD9tN5sZTmEkmLh3
In Due Time,6gxHv6YhbfVMuTtLT6Q7pQ
Hotel California (Deluxe),5PKYeoSKEVQd7ZTnwnWRn7
Wamp 2 Dem,7C1MfzZy2I988m1dIEzV6o
Hall Of Fame (Deluxe),5RlT8X7XGGLKUhoimrDl54
Spaceships on the Blade,2aydhloXt99nJk9Nsu5AV4
Fast & Furious 6,0SnSqNH4ay5Ymd4Lmv4Mcr
Harverd Dropout,3zGtADK8O9cFL3x6B2yvsB
cybersex,7zNwWtd1NpuBLe8MC3Uqp8
Funeral,2x657XotA7LCsPElXmXX4W
Cuffing Season Part 2,0A9zfrRQRAxBDPfcLpk2Wq
MICHAEL,2mBH7RhAS6vRKkSlA7IRIJ
Kiss The Ring (Deluxe),1KDc01X8ZF9VYqVW6c4lvr
Stoney (Complete Edition),16XHoXcTPdm7CczEvLNlMP
Ice Daddy,0N2uU96Vsuy7KJZY6T8plb
High Class Street Music 4: American Gangster,3GnQ3RLYeRaYVhhQKxQ5ot
Suffering From Success (Deluxe Version),5BlVAn8U0WUeNqV7JsQWju
Thinking Out Loud,3jNB3NFlcze1sc2BuK4Rlj
Ransom 2,0jqcY0azNzkluuC8hxNGlw
You Are Forgiven (Deluxe Edition),1lRXGxzyZZLqVUZHYKNxQo
Suffering From Success,1pDExaXxJSZLJGGDblBNZl
Under the Radar,4D5aBxy80ow3HDsR87cs6v
High Class Street Music 3: Trappin' out a Mansion,11qFqK39bAL6MRegFESHPB
Double Or Nothing (& Metro Boomin),0llyIxX3nDC3hobbGibVZl
The Night Shift,60hrxgJN3QfheGpVzEcUFR
Tha Carter V (Deluxe),4ljsev5vUnwB2BUFAMvwwy
La Maquina,35C2QYq4OgkEXETksStyzz
Ain't No Goin' Bacc,1QnckyuRpUSMyckK0tV2cJ
The Fate of the Furious: The Album,2FoY0AdBnIYxOH7Z2arD89
Gully (Original Motion Picture Soundtrack),3AXV4OJLUI7v9MQ3w8wzaN
Cold Day In Hell,41BZU6zamanfktOwa4OSL3
Stay Trippy (Deluxe),1r8dmj9V9ccKNlnLEtFuIH
Upper Echelon (feat. T.I. & 2 Chainz),17cSW3X8DeEW7RRzPvcpLf
Funeral (Deluxe),49zB39sak50ghwZMwHQqQ0
2.0,3zTN3hhVzNr1xr6bulWF97
Summertime Shootout 3: Coldest Summer Ever,3HnnFZuxm8gUEQE6SL67JQ
Third Power,5zZb8oEsx5J9ux1vp2NXdH
Trap Still Boomin' 2,664vzbSX8o7l1fmXsiI7HE
QPac,1MDud03tF3SowYAYCM3qIj
Quality Street Music,7jjLwWQEYdRVChaNXX4EXm
Survivor's Guilt,6URnbR6SZsQmhopg3x68ea
High Class Street Music 5: The Plug Best Friend,3SBEMC3MRNlTA07InvvGPn
Jewelry Duty (with T-Pain),2fBT3VgUrM7S3HVfZiqjbJ
#BitchImTheShit,6xJC9AbMpm4ebrTWz6Fd5S
88GLAM RELOADED,5FqQFZh4GPzYuEXJCXYd36
Don't Be S.A.F.E.,2iv2vZcrHoRGfEsZOyQNF5
Southern Sizzurpen #1,05zoAwWexOsvOcYreoEPv5
Tha Carter VI (Bonus),0QxgFnhDjSnZNaaHUZ5kW7
Full Frequency,4AYXhebGFYlUU4Fh0LLTIB
RTJ4 (Deluxe Edition),6OF22epek0JiHpizYsA9jm
Dreamchasers 2,0kpslw9IHk7EsK40BGUbX9
Pink Friday ... Roman Reloaded (Deluxe Edition),2D2rriWruRrRFq2AAholPp
Trappin Aint Eazy Vol 1,7LDEpiLr1Vhy7kZNlqhfC3
Valet (feat. Fetty Wap and 2 Chainz),0xOO5G2OS3mjZM6hxOvJ8S
Queen Radio: Volume 1,1epY9c6AGBfirYxDA9exOB
Platinum Hits,6tZtlwq64Xpnb2fdoGFCTx
I'll Always Come Find You,7MXxt6ult07PrDraCxb5EK
Liberation,7MfUiQkVEDkOSmU83A2C9q
THE HUSTLE CONTINUES,3FiSjH9NsmlpgUrR9J1ayW
O.N.I.F.C.,3cADAVQ9jNk70UATnhHZXx
Fast & Furious 6,1jg2UPoSAr7CDPsEXcabo1
90 Days Later,1mlRCyCB69eVNFnBQBrUQo
By Any Means,4PiGxfYKyIM3EGes3X5aU2
Khaotic,2XGfz7Ev74ClvRA3RpI5tV
Pressure,4IJsz38bUJjUXkFBhU8icl
Excuse My French (Deluxe 2.0),1l3H0aPipDIi5XAbthkciZ
Rap & Grind,2z7iK3F4zHUZtxE74aqOPl
Ludacris Presents Disturbing Tha Peace: Golden Grain,1HjiZwq8HvkzLchkB2XcyV
"Trap Sauce, Vol. 1",6s6BJBQejWIS8zOMG6bjeH
10 Summers,5RnrEPrcCnCbicoDYUaqgA
White Friday (CM9),2NLkWfzw3YmRGBhqPqtAvW
Greatest Hits,6d2q1EDTTKofDYj35aMuHE
Def Jam Classics (Volume 1),4lcxqAzYowuyCQF8LAGSpo
Trapholizay,0L4icseGBIAVXz5fflfudN
Ignatius,34jNSuk5iEWez17ij9zoDA
Free The Universe (Extended Version),5q8gdvjqiqf4AcZeA6VK1X
STILL GHETTO,53Zq6FOvF9HDlDvS8KJ12k
Fast & Furious 6,3RMj8WqlfEVRIMLhw4lL7q
7 Series,5TeAtFCYpc0WELiph7eiAg
Starr,5HIjf4zMkjAUFbiHJt4JBE
For Me + You,485tVv2Eq2LvU2AzsZALgc
Bankroll Fresh,4i6KjnFGagY9MAreJgD1sz
"WORK HARD : Sport, Workout & Motivation",7Jf06dzQoUTQFmrNqZvgCO
Rawwest Alive,2DZcxYmuJYcuTypU0A6y0F
Light of Mine (Deluxe),4UYc2CKvpyr2e1moEY6TL0
10s Hip-Hop Hits,4KcEYIKSdjco90c50InQbR
"Show Me (feat. Trey Songz, Juicy J, 2 Chainz & Chris Brown) [Remix]",4F6Yig0DtkF2TgxgOysI3T
I'll Always Come Find You (Deluxe),5YjyhyCSZbXHjh1X2QgqPU
Purple Passion,42mopEsROUnbMtDZuDki5u
Season 3: I Made You,1WQdI2ZpWk0VMHassJD0U8
So Icy Boyz: The Finale,5Rb7JdsT1IEITEMgUqcWq2
Writing on the Wall,4XT6FpjGrp4b5XCEKFioGE
I Am The Program,6Ozz1WGc0FEvZeAVhPbTNX
Greatest Mixtape Hits,1FRd5kwGyaZGN2whHvRYa2
"Turn Down for What (feat. Juicy J, 2 Chainz & French Montana) [Official Remix]",6zHQJ3ZtK1sRYJu7moegfj
The Plugs I Met 2,20XfOL0gmcOQhupwC2bMDj
Better,4CYPYrVKLRv1QFvTiCQwIg
Blood Moon: Year Of The Wolf (Bonus Edition),2Mk8feYIuAIPbCQbxSAt0D
Big Bank,4isyF97V7nFks5mQMkZdf9
I Am Not A Human Being II,2EZ3h6cM5eC65qSHCghdIZ
Hip Hop Hit List (Vol. 3),4ST8WViy6R71Hf42gSGT8Z
Division (Deluxe),4hTubSHf6zjOOPZJmJPyBq
Songs for You,4rmkgHhxG8nnhMRUAJvYA1
HIP HOP HITS 2015 - 2024,2Zdk7w5DVSpX3piu9V4ZrD
Def Jam Presents: Direct Deposit (Vol. 1),2z3X2aZEBGV6RADgw0QxR6
4 Hunnid Degreez,2yrK42mNeHY0PKxA9CqtSf
End Of Summer,76XWMcYiDYDRgpL4wTn1sP
Lean,1pxbLI1IX7RKkbMjaSrm9j
THE HUSTLE STILL CONTINUES (Deluxe),2WupSU3BRIhYEb6NGqiSG1
Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz) [Instrumentals],4ZknZxOCd1ka92L4ITmfvF
Live From The Underground,5kE9pfTSekNenqqdlvtBQd
MICHAEL (Deluxe),5dhb5ZpYSm2gH8OCxAKTn1
Mani/Pedi,1PggRLfABCLlNktVA64NDh
Paint the City (Gangsta Grillz),3M1RUPna1fFjxNd9I0Vo0l
Forever Goin In,41w5rKjLxKI735hBuQ8RAs
Peace Is The Mission,2rqjmynngV4AmGoL1ZEuwM
HeadBand (feat. 2 Chainz) [Coucheron Remix],3j4azoxKlxwMDqLYRjrbrk
No Dope On Sundays,5sU40ix3D2JI8ERh4L0nIF
Sports Pump Up Music,7jfQ8Z7LpDS72fof4NADVW
"The Virgo Mixtape, Vol. 2",1n3tQnNz7XIqeAeplYYftR
Talk Dirty (En Español) [feat. 2 Chainz],33GJbfLFUMpwZw1i0lWf09
Cuffing Season,02Pte1TJ00hQSaWJCyJLzm
Ransom,0PwXO70k9lKp5rZUMQBzV9
Urban Mixtape: Hip Hop,4fx9wkRrV8HJEz7snzU5ec
Hip Hop Motivation,0zr6rTmFdN2gRgaTnqdwF4
7 rings (Remix),6FK2NjcZxGIGmFjKfOkrNi
"The Dab Chronicles, Vol. 1",7cMc9nrEaDM0oP7gdVM307
Laid-Back Rhymes,02OSq748tTZJ5rWayYakwi
Buddah Bless The Streets,69vna3JhBlBlTY3jArxMhk
I'm Up,1lYwHVKZBazUvxykiD1u3M
The Stoned Immaculate (Deluxe Edition),2wK8QIrFYeL6SGzvAfMBtf
Olha A Explosão (Remix),69krsAEiMZ6nClROTNExfp
The Hits 10s,4eT2g8p04qyoqa3uTlAam7
Do My Dance,461RNiLYhog6yu7tsFuiWO
Blue Dream & Lean,1PwR2DSHRjuVzzUc4zL2YE
To Da Max,5R6PJqfeKV8PGypoiVBoYI
"Plug Walk (feat. Gucci Mane, YG, 2Chainz) [Remix]",5y7sMLGA4Jx2ZrCPWv8qSV
"In Trap We Trust, Vol. 3",3zZbn4TOJvGlbOivCkRW0f
Kanye West Presents Good Music Cruel Summer,6ijvs54NaN3QNdXFVFtVOM
IN MY GLORY,4RZllnrxIvTP1BKSa9SnOI
HeadBand (feat. 2 Chainz),07UOxI5w8mncLUE0LLl5DR
Pillow Talk,5OqXOVNWcFnBsYnPV0BWc6
Steve Aoki Presents Kolony,7uMQ1YhXvXNW93bHWGikKF
Ask Bout Me,6XlL7j4p0WXpm1y8HqnBmM
C.N.O.T.E Vs Gucci: Collectors Edition,4Xjosl7L9G7kVjhLqyAFJi
Hip Hop Top Songs,6PC5vxnYj1OPeNuKSQviGu
28,0DOSrX5RdPZhLBAuEmO6De
R.I.P.,1LNt50HaTc2VKkIAHi6xfl
East Side Piru,5FEgkOFtAFV5iXQkT10z1W
MUD,6gMFWsEUzVscQQm7wgE4HO
LAW 3: Now Or Never,6gxdBw4cqoAlpxacOyKSxO
Coke N Butter,0akShXmR5uxmQZaLg4AAac
Trap,1Qw5CRgYVoEXbOd7LMtapk
Chloraseptic (feat. 2 Chainz & Phresher) [Remix],4J3umaQxh7W2eKIx0p2ErW
DRILLMATIC Heart vs. Mind,34n2Q5Mh21ccy6M0cpp70s
Unforgettable Hip Hop,2oXpgMarRwPXB2ezYftU9L
Best Rap Tracks 2024,0U7qPBahVoflpyLbV50UQN
Magic City,1lOpFH3H5zuMpuXRGPCEGW
8,7ElgbFW58sWjN1Y7yi0Opi
School Dance,5eDGYuyF3WbzZoti5aad1b
Thug Luv,3JgQJpOk0rmxql353Y3j2G
US Top 100 - The 10s,4WeKjFpVw4c2K4gvUZWbJV
best of 10s,44DitMh1NWFoX71XdiYLC9
frat party bangers,6qA6X98vwekJYBBJq2Mc40
Queen Radio: Volume 1,3EVqPlM3QBfvD1O765jLrv
Michael (Rap Album of the Year),1B6uVeKyZUZgjDyCzeVWDO
10s - Vibes of the Decade,3rEK0fRaBa3guNqz0UYlDy
FOR THE LOVE 2,30PWZtP8GqnGfoQrJV2lO6
It's Tha World,0h10s199F2UUjDXf4O30Xc
The Real Is Back,6IYwHhNaHYwceREpks0OsP
The Statement 2,3D5QdPaCvdkfYeTfXNlxU7
"Make Me Say It Again, Girl",3NmEbqCKjPjDQHlnTflXfj
100 best of the 10s,7bf8KStCVDeyuFSdsGZfCk
RAP US NOUVEL AN 2026,48JtYzR9ciQfA9ukrthReF
Drank in My Cup EP,0gcaegWwMXeOHgkOOSuoHy
#FREESANTANA,51h6F8RFtjDv7KiZwixMHc
Ferrari Boyz,6zIGPDgssTaD3MM8OWnCzH
Turn up da Block Volume 3,4N5LHQXtYZuGaJSZKWrzXk
Results Take Time,4pbph4ZWAanvsHlqztlFU9
2011 Hits,3Gl5x2NKP51NJkYp3kpzxf
Trap Shit,6blnbCHA4v0VUe5vUi6LwX
Hip Hop Summer Party,0YyClG3zi0IkKpV72rQQFH
F.I.L.A 25 (Forever I Love Atlanta),0ADz82vTyvfaNVs9rb8cJ5
Love N Hennessy (Remix),2M8JQbSZ7lF1QFnuLbkj5I
The Balancing Act,7q3ff38RxgNN0HbG5WNDWF
Home Office 2022,6b0u5w4I1Zi4bvwffXHqGj
Fillmoelanta da Trap,2lGyLeSvCxfdKR4ObFO6Mn
POISON,7wQWfHMlE9OVghvW74yfz3
Trap Still Boomin' 1,1CXhDNhbXTyCDlcMlhHFQJ
Biggest Out The West,6cohykbNrj0qsEkaunf9uL
831: The Series,58XaKiAs3Y6O4Wz9jg4RRk
"I Pledge Allegiance to the Trap, Vol. 5",093j7UenxRyQ27vrlZrJ6d
"Son of a Pimp, Pt. 2",7rkEFjm5tuORcwq3GIyuSJ
Bloggin Like a Fool,1Cc8vRL5yYhESsuqNpOjia
24 Hours (feat. 2 Chainz),6cCaBZtQSFXUkXeENOuMP9
Self Explanatory,7xReWbNo34AFpZVbFdGzPE
"The Block Brochure: Welcome To The Soil (Parts 1, 2 & 3)",4xgQbtrt1CnIoLJgg3JnaD
Talk Dirty [feat. 2 Chainz] (TJR Remix),0EyImyZ5ZKMIqAO0JwayyZ
Urban Hits,3MOSj4I22swcoLeYVZ9KWr
Hardcore Rap,755ZeXRFSchyEQYQ4A8fJn
Funk Brasileño,33P9KztG7WJrbMb10RXCkZ
Trust The Process,2gJzbIkxq3riV2xFAMtN6D
Coke Boys 2,4Sjcj2eToV559ixYihZVnI
Rap Game Stars,5EYd9Gp0svZctNIstUym7z
Moon Boy (Deluxe),2hte3g6CRqXsrhOn8SctHm
Gym Pump,6RtYNUzrbsHv83GX9VoRQE
Preach (feat. Lil Wayne & 2 Chainz),3DWTptHLQy1qIqz8QXuo2G
The Stoned Immaculate,6bmIK4DcRUAub2ppHMeLvq
IV Play (Deluxe),3sDWe0g9YNXac27jnEtjFQ
World War 3 (Lean),6mB7nVz8x267zw7BR3s3nf
Folarin,3m3w8mC8a3JnEMBHFHqIpn
Cabin Fever 3,06t90c8MNStnQMZfck1v3g
Paint the City (Gangsta Grillz),5fmtXkMsqZLGIsp6J6s3Uk
Soundtrack para el villano de la serie,1bsbdWJZN4iOmSUJXMFbzd
Cheerleader Hits,4KOB79oMiJhwpRbYUlnhOv
Wild Boy (Remix),2LbVI2Ho26FPKiF3Czn6Xa
It's My Birthday,5UVRoTzN9xjPly2LzqMlIH
Ego Boosters,2qKSg2NIPv1lM3pZh7OtEX
Rap Kings Vol 4,3Dj3kn4PTdCsHzGhJUl8bi
